Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-04-18 00:00:00-04:00,21.166457415456822,22.05305097545112,21.045648576229645,21.74853515625,525701000,0.0,0.0
2022-04-19 00:00:00-04:00,21.685633693459216,22.337600387857318,21.280275933977165,22.162878036499023,512781000,0.0,0.0
2022-04-20 00:00:00-04:00,22.481375661869,22.634133476038546,21.16645987408989,21.448013305664062,468974000,0.0,0.0
2022-04-21 00:00:00-04:00,21.674658575814945,22.35657871465058,19.968362376384523,20.151073455810547,656209000,0.0,0.0
2022-04-22 00:00:00-04:00,20.270882535194318,20.453593614363914,19.469153289651153,19.484128952026367,624713000,0.0,0.0
2022-04-25 00:00:00-04:00,19.17162244894179,19.91344706688059,19.06579114450706,19.870515823364258,641566000,0.0,0.0
2022-04-26 00:00:00-04:00,19.686804955917445,19.756693905617453,18.640462640700314,18.758275985717773,653143000,0.0,0.0
2022-04-27 00:00:00-04:00,18.56857337015865,19.136673328416627,18.261062035821368,18.3858642578125,499460000,0.0,0.0
2022-04-28 00:00:00-04:00,18.93698897780138,20.005297595782352,18.460744415559034,19.750699996948242,570327000,0.0,0.0
2022-04-29 00:00:00-04:00,19.371301116308935,20.096152216677037,18.48770120165283,18.517654418945312,500435000,0.0,0.0
2022-05-02 00:00:00-04:00,18.511666932632682,19.543031679322635,18.361904626208553,19.502098083496094,572049000,0.0,0.0
2022-05-03 00:00:00-04:00,19.36930761313559,19.79363637931418,19.102729825683173,19.570987701416016,475751000,0.0,0.0
2022-05-04 00:00:00-04:00,19.891477476244106,20.367722034335905,18.721330971525965,20.30182647705078,648855000,0.0,0.0
2022-05-05 00:00:00-04:00,19.835570298208268,19.893477199554358,18.47073236054234,18.81418800354004,626331000,0.0,0.0
2022-05-06 00:00:00-04:00,18.706356810624374,19.481128129269695,17.961536808566503,18.64545249938965,633297000,0.0,0.0
2022-05-09 00:00:00-04:00,18.00546600339944,18.226115090964225,16.80037505432512,16.923181533813477,644455000,0.0,0.0
2022-05-10 00:00:00-04:00,17.661012701780987,18.1692081694567,16.998063684586604,17.567161560058594,761474000,0.0,0.0
2022-05-11 00:00:00-04:00,17.31955580309831,17.72491361626801,16.54178891271083,16.603689193725586,670167000,0.0,0.0
2022-05-12 00:00:00-04:00,16.1933393515041,16.761439365221005,15.542371423645005,16.1494083404541,708728000,0.0,0.0
2022-05-13 00:00:00-04:00,16.761441081977896,17.899636964841285,16.5667498814177,17.677988052368164,670437000,0.0,0.0
2022-05-16 00:00:00-04:00,17.481297997545482,17.759855892789677,17.07893574693461,17.236684799194336,521446000,0.0,0.0
2022-05-17 00:00:00-04:00,18.04540336617062,18.34193434694822,17.606100889632476,18.14824104309082,585830000,0.0,0.0
2022-05-18 00:00:00-04:00,17.676986181750127,18.08933281900673,16.83731725037769,16.91119956970215,545161000,0.0,0.0
2022-05-19 00:00:00-04:00,16.910204148890237,17.659017569566856,16.70752429563901,17.096908569335938,621310000,0.0,0.0
2022-05-20 00:00:00-04:00,17.30458229549473,17.382458019432324,15.730076420771963,16.667591094970703,739105000,0.0,0.0
2022-05-23 00:00:00-04:00,16.24825029256108,16.888236803475092,16.15340129384625,16.87126350402832,639889000,0.0,0.0
2022-05-24 00:00:00-04:00,16.483882399851012,16.57074466443231,15.755036720892534,16.12844467163086,588550000,0.0,0.0
2022-05-25 00:00:00-04:00,15.994655856173082,17.083929432634935,15.974687040333203,16.948144912719727,781132000,0.0,0.0
2022-05-26 00:00:00-04:00,16.01063041716501,18.063377590380153,15.996652626042534,17.8227596282959,996575000,0.0,0.0
2022-05-27 00:00:00-04:00,18.15722741438073,18.85112749906634,18.071363039501787,18.781238555908203,738379000,0.0,0.0
2022-05-31 00:00:00-04:00,18.949971241226027,19.169624397490942,18.320968803583344,18.642459869384766,664100000,0.0,0.0
2022-06-01 00:00:00-04:00,18.694377690643833,19.022855747717312,18.093328926485647,18.291015625,544514000,0.0,0.0
2022-06-02 00:00:00-04:00,18.263056649595164,19.587956621485738,18.169205521550257,19.560998916625977,648656000,0.0,0.0
2022-06-03 00:00:00-04:00,19.051812636929697,19.301417132077827,18.49269719667944,18.690383911132812,598779000,0.0,0.0
2022-06-06 00:00:00-04:00,19.108717283101193,19.306403952174403,18.534626314314043,18.756275177001953,422406000,0.0,0.0
2022-06-07 00:00:00-04:00,18.442773083805278,18.969937542043855,18.15922204233919,18.896055221557617,388914000,0.0,0.0
2022-06-08 00:00:00-04:00,18.773228590865152,19.15370680321302,18.509590564455205,18.6224365234375,363252000,0.004,0.0
2022-06-09 00:00:00-04:00,18.45566321727446,18.90704318439752,18.016265929443026,18.023256301879883,395574000,0.0,0.0
2022-06-10 00:00:00-04:00,17.575868590287566,17.672735713116985,16.845869983240426,16.950727462768555,465248000,0.0,0.0
2022-06-13 00:00:00-04:00,15.978062138947548,16.28963462493864,15.584602305443429,15.6255464553833,604153000,0.0,0.0
2022-06-14 00:00:00-04:00,15.709433501416706,16.043974270605464,15.390870591285378,15.814290046691895,469680000,0.0,0.0
2022-06-15 00:00:00-04:00,16.07293416311362,16.844875148826677,15.904166178242575,16.504343032836914,563936000,0.0,0.0
2022-06-16 00:00:00-04:00,15.838255559738554,15.920143868962862,15.379885215530072,15.579610824584961,545749000,0.0,0.0
2022-06-17 00:00:00-04:00,15.626546404282076,15.973070790259849,15.306985428048275,15.85822868347168,630334000,0.0,0.0
2022-06-21 00:00:00-04:00,16.452410541498544,16.98467875393018,16.384502987920513,16.543285369873047,483089000,0.0,0.0
2022-06-22 00:00:00-04:00,16.203756917786922,16.639160063400155,16.157820447850554,16.337574005126953,437135000,0.0,0.0
2022-06-23 00:00:00-04:00,16.49635060350386,16.56226009847651,15.831264314401132,16.202754974365234,463680000,0.0,0.0
2022-06-24 00:00:00-04:00,16.477380610841617,17.116502643201837,16.287640543209463,17.102521896362305,472153000,0.0,0.0
2022-06-27 00:00:00-04:00,17.288262424428577,17.30623739273668,16.603202230338358,16.845869064331055,427968000,0.0,0.0
2022-06-28 00:00:00-04:00,16.876830411741455,17.17841642783328,15.923139753787774,15.960089683532715,461149000,0.0,0.0
2022-06-29 00:00:00-04:00,15.79231830404367,15.798309643448949,15.149201208571759,15.52069091796875,482352000,0.0,0.0
2022-06-30 00:00:00-04:00,15.339938722941218,15.545656605686547,14.841623301451254,15.138216018676758,686070000,0.0,0.0
2022-07-01 00:00:00-04:00,14.878574842982825,15.042349570341582,14.372269929475031,14.503089904785156,577610000,0.0,0.0
2022-07-05 00:00:00-04:00,14.155565553205147,14.950473724833659,14.035730193518944,14.943483352661133,651397000,0.0,0.0
2022-07-06 00:00:00-04:00,14.98942043366788,15.297996787571694,14.768722770175227,15.10925579071045,529066000,0.0,0.0
2022-07-07 00:00:00-04:00,15.434809616202475,15.923138547891462,15.367901086957772,15.836257934570312,492903000,0.0,0.0
2022-07-08 00:00:00-04:00,15.40884547069508,16.015013612204577,15.36790131679417,15.816286087036133,467972000,0.0,0.0
2022-07-11 00:00:00-04:00,15.504712392374874,15.505711425082758,15.017381570842117,15.1312255859375,437321000,0.0,0.0
2022-07-12 00:00:00-04:00,15.247066109475627,15.409842731268506,14.856602404665553,15.061321258544922,458483000,0.0,0.0
2022-07-13 00:00:00-04:00,14.569997015391333,15.35392061472374,14.4451683925074,15.143209457397461,521918000,0.0,0.0
2022-07-14 00:00:00-04:00,15.087286500905327,15.451785851708097,14.70780737248184,15.350924491882324,456235000,0.0,0.0
2022-07-15 00:00:00-04:00,15.637530405493203,15.760360953090563,15.423823119073793,15.740388870239258,385935000,0.0,0.0
2022-07-18 00:00:00-04:00,16.27964880664775,16.87383233225247,15.98006089057034,16.07892417907715,670517000,0.0,0.0
2022-07-19 00:00:00-04:00,16.463397441175893,17.086542473862675,16.14982876399713,16.968704223632812,702366000,0.0,0.0
2022-07-20 00:00:00-04:00,16.92376553145508,17.908413749496592,16.777965794347658,17.78258514404297,760538000,0.0,0.0
2022-07-21 00:00:00-04:00,17.86048049580398,18.11912428792284,17.52094647197657,18.025253295898438,557049000,0.0,0.0
